source_id,source_name,source_tier,citation,url,external_id,review_status,notes
SRC-0109,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/prunella-vulgaris-ssp-lanceolata,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0110,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/aquilegia-formosa,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0111,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/calandrinia-ciliata,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0112,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/plectritis-congesta,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0113,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/armeria-maritima,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0114,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/seacoast-angelica-angelica-lucida,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0115,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/seaside-plantain-plantago-maritima,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0116,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0117,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/sidalcea-hendersonii,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0118,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/madia-gracilis,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0119,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/carex-leptopoda,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0120,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/allium-amplectens,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0121,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/carex-obnupta,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0122,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/heuchera-micrantha,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0123,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/collinsia-parviflora,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0124,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/scirpus-microcarpus,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0125,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/amsinckia-menziesii-small-flowered-fiddleneck,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0126,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/lupinus-polycarpus-small-flowered-lupine,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0127,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/nemophila-parviflora,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0128,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/schoenoplectus-tabernaemontani,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0129,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/agrostis-exarata-spike-bentgrass,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0130,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/lomatium-utriculatum,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0131,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/stachys-chamissonis,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0132,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/drymocallis-glandulosa,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0133,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/urtica-dioica,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0134,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/ranunculus-orthorhynchus,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0135,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/tellima-grandiflora,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0136,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/carex-pachystachya,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0137,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/trifolium-wildenowii,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0138,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/turritis-glabra,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0139,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/triteleia-hyacinthina,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0140,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/deschampsia-cespitosa,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0141,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/collomia-heterophylla,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0142,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/ranunculus-occidentalis,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0143,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/festuca-occidentalis,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0144,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/juncus-occidentalis,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0145,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/roripa-curvisiliqua,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0146,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/erythronium-oregonum,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0147,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/eriophyllum-lanatum,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0148,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/erythranthe-guttata,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
SRC-0149,Satinflower Nurseries,Tier 3,Satinflower Nurseries. Approved provider observation for Vancouver PoC sandbox.,https://satinflower.ca/products/sisyrinchium-californicum,provider:PROV-SATIN,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
